S/N,EMPLOYER CODE,OLD EMPLOYER CODE,REGISTRATION,NAME,SECTOR
"12,366",PR0000629156, ,RE629156,M.I.G ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,367",PR0000058035, ,1818302,M.J ENGINEERING AND TECHNICAL SERVICES COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,368",PR0000636749, ,636749,M.M. PETRO EQUIPMENT LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,369",PR0000179747, ,RE179747,M.O.S ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,370",PR0000794290, ,RE794290,M.S.A ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,371",PR0002009113, ,2009113,M3A TECHNICAL SERVICES,"Civil, Chemical and Mechanical Engineering Services"
"12,372",PR0000503146, ,RE503146,MAAM ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,373",PR0000163508, ,RE163508,MAB - ROTI ENGINEERING COMPANY LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,374",PR0000509635, ,RE509635,MABEL OKARA AND SONS ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,375",PR0001091400, ,1091400,MABELI ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,376",PR0000850578, ,RE850578,MABTEG ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,377",BR0001195465,PRTEMP004088,1195465,MAC BANGLIF ENG,"Civil, Chemical and Mechanical Engineering Services"
"12,378",PR0000056403, ,RE056403,MAC ENGINEERING & ELECTRONICS SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,379",PR0000644293, ,RE644293,MAC GLOBAL ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,380",PR0000636559, ,RE636559,MAC PET ENGINEERING & ALLIED SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,381",PR0000454138, ,454138,MAC-DOUGLAS ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,382",PR0000643703, ,RE643703,MAC-KING ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,383",PR0000070222, ,1316844,MAC-NAY TECHNICAL ENT. LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,384",PR0000049186, ,1037152,MACADO-MOULD ENGR LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,385",PR0002006306, ,2006306,MACAN ENGINEERING SERVICES,"Civil, Chemical and Mechanical Engineering Services"
"12,386",PR0000833509, ,833509,MACANSELM ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,387",PR0000392676, ,392676,MACATECH NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,388",PR0000503021, ,RE503021,MACAVI ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,389",PR0000433753, ,RE433753,MACCO ENGINEERING COMPANY NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,390",PR0000019034, ,RE019034,MACE ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,391",PR0000504767, ,RE504767,MACHE ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,392",PR0001405043, ,1405043,MACHINEERING DESIGN & FABRICATION LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,393",PR0000070219, ,1676898,MACHVITE ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,394",PR0002008795, ,2008795,MACKBILL ENGINEERING SERVICES,"Civil, Chemical and Mechanical Engineering Services"
"12,395",PR0000414465, ,414465,MACKENZIE HYDROCARBON NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,396",PR0001239632, ,1239632,MACKNANCES NIG LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,397",PR0000869410, ,869410,MACO ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,398",PR0001064408, ,1064408,MACO GLOBAL RESOURCES AND ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,399",PR0000913102, ,913102,MACOLUCKY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,400",PR0000635647, ,635647,MACOM ENGINEERING AND CONSTRUCTION COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,401",PR0000038099, ,RE038099,MACONI ENGINEERING NIG. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,402",PR0000007089, ,RE007089,MACPON ENGINEERING & CONST CO NIGERIAN LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,403",PR0001347368, ,1347368,MACSILVERLINE ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,404",PR0001076022, ,1076022,MACSTEE ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,405",PR0000634511, ,RE634511,MACZSAIGA ENGINEERS LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,406",PR0000501819, ,RE501819,MADAFAD ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,407",PR0000931061, ,931061,MADDIJAB ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,408",PR0000034724, ,RE034724,MADEXCO ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,409",PR0000421885, ,RE421885,MADIF ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,410",PR0000217664, ,217664,MADODEL ENGINEERING CONSTRUCTION LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,411",PR0000022389, ,RE022389,MADUAKO ENGINEERING CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,412",PR0000009143, ,RE009143,MAELES ENGINEERING NIG. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,413",PR0000301594, ,301594,MAFDY ENG. CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,414",PR0000081210, ,81210,MAFI SYSTEM ENGINEERING CO.,"Civil, Chemical and Mechanical Engineering Services"
"12,415",PR0000630295, ,RE630295,MAFROSTER ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,416",PR0000612697, ,612697,MAGIC PAINTS NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,417",PR0001330499, ,1330499,MAGNIFICENT ENGINEERING CONSULT LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,418",PR0000050135, ,RE050135,MAGNUM ENGINEER LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,419",PR0000609486, ,609486,MAGNUM MINING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,420",PR0000372491, ,372491,MAHAAL ENGINEERING SERVICE LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,421",PR0000837233, ,837233,MAHAD AND ASSOCIATES ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,422",PR0000026206, ,766131,MAHEZ ENGINEERING WORKS LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,423",PR0000072791, ,1871973,MAHIR ENGINEERING AND CONSTRUCTION LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,424",PR0000001045, ,1045,MAI BAKWAI MINES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,425",PR0000653133, ,RE653133,MAI-AZARA ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,426",PR0000247145, ,RE247145,MAIDSTEL ENGINEERING SERVICES NIG. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,427",PR0000723342, ,723342,MAIGORO ENGINEERING NIG LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,428",PR0000043088, ,1556460,MAINSTREAM ENGINEERING CONSULT LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,429",PR0001084400, ,1084400,MAJESTIC INNOVATIONZ LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,430",PR0000035230, ,RE035230,MAJILAD ENGINEERING CO.LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,431",PR0000001864, ,RE001864,MAJOR & CO. ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,432",PR0000187272, ,187272,MAJOR BUILDERS & ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,433",PR0000070752, ,70752,MAJOR ELECTRODES INDUSTRIES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,434",PR0000986303, ,986303,MAJUVC ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,435",PR0000652812, ,RE652812,MAK-DIYA TREASURE ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,436",PR0000632216, ,RE632216,MAKABS ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,437",PR0001232823, ,1232823,MAKACY ENGINEERING AND ENERGY SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,438",PR0001233225, ,1233225,MAKASUDU ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,439",PR0000163153, ,RE163153,MAKEFE ENGINEERING COMPANY LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,440",PR0000058535, ,RE058535,MAKERS ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,441",PR0000246354, ,246354,MAKIN ENGINEERS NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,442",PR0000134616, ,134616,MAKKAY INCESTMENT NIG LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,443",PR0000273613, ,RE273613,MAKON ENGINEERING AND TECHNICAL SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,444",PR0000016423, ,RE016423,MAKWO ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,445",PR0000233672, ,RE233672,MALCODAC ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,446",PR0002004832, ,2004832,MALEX TECHNICAL SERVICES,"Civil, Chemical and Mechanical Engineering Services"
"12,447",PR0000351409, ,RE351409,MALIBU ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,448",PR0000033262, ,864973,MALNIJ NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,449",PR0000653044, ,RE653044,MALTECH ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,450",PR0000241707, ,RE241707,MAMKO INVESTMENT AND ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,451",PR0000018246, ,18246,MAMOC ENGINNERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,452",PR0001355469, ,1355469,MAMORAK CONSULT & ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,453",PR0000048803, ,434724,MAN ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,454",PR0000434724, ,434724,MAN ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,455",PR0001430258, ,1430258,MAN TEE ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,456",PR0000016519, ,RE016519,MANAGEMENT & ENGINEERING CONSULTANCY SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,457",PR0001407407, ,1407407,MANAL ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,458",PR0001344442, ,1344442,MANAM ENGINEERING NIG LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,459",PR0000464209, ,464209,MANANAT ENGINEERING AND CONSTRUCTION LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,460",PR0000034262, ,34262,MANARA ENG. CONSTR. CO. NIG. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,461",PR0000014856, ,RE014856,MANCULAR ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,462",PR0000642223, ,RE642223,MANDILAS ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,463",PR0000075112, ,930051,MANEST ENERGY SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,464",PR0000604522, ,604522,MANGLER STEEL INTERNATIONAL LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,465",PR0000009909, ,RE009909,MANGROVE ENGINEERING NIG.LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,466",PR0000036349, ,RE036349,MANIBUS ENGINEERING CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,467",PR0000649894, ,RE649894,MANNFYN & GRACE ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,468",PR0000053276, ,RE053276,MANNY ENGINEERING COMPANY NIGERIA LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,469",PR0000230079, ,RE230079,MANOK DESIGN AND ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,470",PR0000015356, ,15356,MANS ENGINERING & CONST. CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,471",PR0001022218, ,1022218,MANSAL ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,472",PR0000381530, ,RE381530,MANSFIELD ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,473",PR0000254037, ,RE254037,MANSON ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,474",PR0000028046, ,1595622,MANSOURCED COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,475",PR0000602277, ,RE602277,MANTIS ENGINEERING AND CONSULTANCY LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,476",PR0000621755, ,RE621755,MAP ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,477",PR0001151132, ,1151132,MAPLESOFT ENGINEERING NIG LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,478",PR0000510938, ,RE510938,MAPO ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,479",PR0000600775, ,600775,MAPPING CONSTRUCTION AND ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,480",PR0001177082, ,1177082,MARABEL ENGINEERING SERVICES NIG LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,481",PR0000317812, ,RE317812,MARACHI ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,482",PR0000066590, ,66590,MARAFA CONSTRUCTION & ENGINEERING NIG LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,483",PR0000905747, ,905747,MARB ENGINEERING & MULTY - SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,484",PR0000065713, ,1647482,MARCEL ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,485",PR0000386469, ,RE386469,MARCO-KINGS ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,486",PR0000229689, ,RE229689,MARCON ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,487",PR0000045640, ,1559531,MARDIYYA ENGINEERING NIGERIA LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,488",PR0000337570, ,RE337570,MAREX ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,489",PR0001106863, ,1106863,MARFEL ENGINEERING INTERNATIONAL LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,490",PR0000608200, ,RE608200,MARHAB AL-BINT ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,491",PR0000027807, ,1510598,MARIABAALE ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,492",PR0000014649, ,14649,MARIF ENGINEERING AND CONSTRUCTION NIG. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,493",PR0001043740, ,1043740,MARIKAMSO ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,494",PR0000259867, ,RE259867,MARISON ENGINEERING INTERNATIONAL CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,495",PR0000474837, ,474837,MARITEC ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,496",PR0000704409, ,RE704409,MARKCILLIO ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,497",PRTEMP005051, ,BNIM723,MARKOL ENGINEERING COMPANY,"Civil, Chemical and Mechanical Engineering Services"
"12,498",PR0000040066, ,1574569,MARKON ENGINEERING CONSULTANTS LTD	,"Civil, Chemical and Mechanical Engineering Services"
"12,499",PR0000392690, ,392690,MARKXELL ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,500",PR0000675868, ,RE675868,MARLBOROUGH ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,501",PR0000612923, ,612923,MARLUM QUARRIES (NIGERIA) LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,502",PR0000787140, ,787140,MAROLLS ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,503",PR0000478235, ,478235,MARPAK ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,504",PR0001172532, ,1172532,MARRIOT ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,505",PR0000028405, ,1346846,MARSAM ENGINEERING INTEGRATED LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,506",PR0001163483, ,1163483,MARSHAL ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,507",PR0001235372, ,1235372,MARSHALS ENGINEERING CONSULTANCY SERVICES VENTURES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,508",PR0000645837, ,RE645837,MART-KAT ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,509",PR0000024634, ,24634,MARUBENI ENGINEERING,"Civil, Chemical and Mechanical Engineering Services"
"12,510",PR0000020156, ,RE020156,MARUDENI ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,511",PR0000712167, ,RE712167,MARUM ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,512",PR0000651492, ,RE651492,MARVIC ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,513",PR0000275410, ,275410,MARY-VICTORY ENGINEERING COMPANY NIGERIA LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,514",PR0000635901, ,635901,MASAROUF HYDRO CONCEPT LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,515",PR0000076046, ,RE076046,MASBON ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,516",PR0000011298, ,RE011298,MASCOT ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,517",PR0000781462, ,RE781462,MASEA ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,518",PR0000357827, ,357827,MASHAR ENGINEERING CO LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,519",PR0002004222, ,2004222,MASHEMA ENGINEERING SERVICES,"Civil, Chemical and Mechanical Engineering Services"
"12,520",PR0001045472, ,1045472,MASHEY YET WAVES NIG LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,521",PR0000330756, ,330756,MASHINO ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,522",PR0000503109, ,RE503109,MASISA ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,523",PR0000007816, ,7816,MASRY CONSTRUCTION & ENGINEERING CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
